Codigo,Descripcion,DAI,ISC,IVA,Nota_Referencia,Exento_IVA,Keywords_Sugeridas
0207.27.90.00.10,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > Pechuga deshuesada",0.0,0.0,0.0,II,No,"Aves, Pollo, Pechuga, Carne, Despojos"
0207.27.90.00.20,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > Pierna deshuesada",0.0,0.0,0.0,II,No,"Aves, Pollo, Carne, Despojos, Congelados"
0207.27.90.00.30,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > Carne molida",0.0,0.0,0.0,II,No,"Pollo, carne de ave, carne picada, productos avícolas, despojos de aves."
0207.27.90.00.40,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > Trozos con hueso",0.0,0.0,0.0,II,No,"Aves, Carne, Despojos, Frescos, Congelados"
0207.27.90.00.90,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > Otros I",0.0,0.0,0.0,I,No,"Aves, Pollo, Carne, Despojos, Productos avícolas"
0207.41.00.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > Sin trocear, frescos o refrigerados I",0.0,0.0,0.0,I,No,"Aves, Pollo, Carne fresca, Despojos, Productos avícolas"
0207.42.00.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > Sin trocear, congelados",0.0,0.0,0.0,,No,"Aves, Carne de pollo, Productos avícolas, Despojos de aves, Carne congelada"
0207.43.00.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > Hígados grasos, frescos o refrigerados",0.0,0.0,0.0,,No,"Aves, Hígados, Carne, Despojos, Refrigerados"
0207.44.10.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > En pasta, deshuesados mecánicamente",0.0,0.0,0.0,II,No,"Aves, carne, despojos, productos avícolas, alimentos congelados."
0207.44.90.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > Otros I",0.0,0.0,0.0,II,No,"Aves, Pollo, Carne, Despojos, Productos avícolas"
0207.45.10.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > En pasta, deshuesados mecánicamente",0.0,0.0,0.0,II,No,"Aves, carne, despojos, productos avícolas, alimentos congelados."
0207.45.90.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > Otros I",0.0,0.0,0.0,II,No,"Aves, Pollo, Carne, Despojos, Productos avícolas"
0207.51.00.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > Sin trocear, frescos o refrigerados I",0.0,0.0,0.0,I,No,"Aves, Pollo, Carne de ave, Despojos, Productos avícolas"
0207.52.00.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > Sin trocear, congelados",0.0,0.0,0.0,,No,"Aves, carne de pollo, productos avícolas, despojos de aves, carne congelada"
0207.53.00.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > Hígados grasos, frescos o refrigerados",0.0,0.0,0.0,,No,"Aves, Hígados, Carne, Despojos, Refrigerados"
0207.54.10.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > En pasta, deshuesados mecánicamente",0.0,0.0,0.0,II,No,"Aves, carne, despojos, productos avícolas, alimentos congelados."
0207.54.90.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > Otros I",0.0,0.0,0.0,II,No,"Aves, Pollo, Carne, Despojos, Productos avícolas"
0207.55.10.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > En pasta, deshuesados mecánicamente",0.0,0.0,0.0,II,No,"Aves, carne, despojos, productos avícolas, alimentos congelados"
0207.55.90.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > Otros I",0.0,0.0,0.0,II,No,"Aves, Pollo, Carne, Despojos, Productos avícolas"
0207.60.10.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > Sin trocear, frescos o refrigerados I",0.0,0.0,0.0,I,No,"Aves, carne de pollo, productos avícolas, despojos comestibles, carne fresca"
0207.60.20.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > Sin trocear, congelados",0.0,0.0,0.0,,No,"Aves, carne de pollo, productos avícolas, despojos de aves, carne congelada"
0207.60.30.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > Hígados grasos, frescos o refrigerados",0.0,0.0,0.0,,No,"Aves, Hígados, Carne, Despojos, Refrigerados"
0207.60.41.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > En pasta, deshuesados mecánicamente",0.0,0.0,0.0,II,No,"Aves, carne, despojos, productos avícolas, alimentos congelados"
0207.60.49.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > Otros I",0.0,0.0,0.0,II,No,"Aves, Pollo, Carne de ave, Despojos comestibles, Productos avícolas"
0207.60.51.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > En pasta, deshuesados mecánicamente",0.0,0.0,0.0,II,No,"Aves, carne, despojos, productos avícolas, alimentos congelados."
0207.60.59.00.00,"CARNE Y DESPOJOS COMESTIBLES, DE AVES DE LA PARTIDA 01.05, FRESCOS, REFRIGERADOS O CONGELADOS > Otros I",0.0,0.0,0.0,I,No,"Aves, Pollo, Carne, Despojos, Productos avícolas"
0208.10.00.00.00,"LAS DEMÁS CARNES Y DESPOJOS COMESTIBLES, FRESCOS, REFRIGERADOS O CONGELADOS > De conejo o liebre",0.0,0.0,0.0,,No,"Carnes de conejo, Carne de liebre, Despojos comestibles, Carne fresca, Carne congelada"
0208.30.00.00.00,"LAS DEMÁS CARNES Y DESPOJOS COMESTIBLES, FRESCOS, REFRIGERADOS O CONGELADOS > De primates",0.0,0.0,0.0,,No,"carnes exóticas, carne de primate, productos cárnicos, carne fresca, carne congelada"
0208.40.00.00.00,"LAS DEMÁS CARNES Y DESPOJOS COMESTIBLES, FRESCOS, REFRIGERADOS O CONGELADOS > De ballenas, delfines y marsopas (mamíferos del orden Cetacea); de manatíes y dugones o dugongos (mamíferos del orden Sirenia); de otarios y focas, leones marinos y morsas (mamíferos del suborden Pinnipedia)",0.0,0.0,0.0,,No,"Carnes exóticas, productos del mar, carne de mamíferos marinos, alimentos congelados, carne fresca de cetáceos."
0208.50.00.00.00,"LAS DEMÁS CARNES Y DESPOJOS COMESTIBLES, FRESCOS, REFRIGERADOS O CONGELADOS > De reptiles (incluidas las serpientes y tortugas de mar)",0.0,0.0,0.0,,No,"carnes de reptiles, carne de serpiente, carne de tortuga, productos cárnicos exóticos, carne fresca congelada"
0208.60.00.00.00,"LAS DEMÁS CARNES Y DESPOJOS COMESTIBLES, FRESCOS, REFRIGERADOS O CONGELADOS > De camellos y demás camélidos (Camelidae)",0.0,0.0,0.0,,No,"carnes de camello, carne de camélidos, productos cárnicos, carne fresca, carne congelada"
0208.90.10.00.00,"LAS DEMÁS CARNES Y DESPOJOS COMESTIBLES, FRESCOS, REFRIGERADOS O CONGELADOS > Ancas (patas) de rana",0.0,0.0,0.0,,No,"Carnes exóticas, productos cárnicos, alimentos congelados, despachos de carne, importación de carnes."
0208.90.90.00.00,"LAS DEMÁS CARNES Y DESPOJOS COMESTIBLES, FRESCOS, REFRIGERADOS O CONGELADOS > Otros",0.0,0.0,0.0,,No,"Carnes frescas, Despojos comestibles, Carnes congeladas, Productos cárnicos, Carnes refrigeradas"
0209.10.10.00.00,"TOCINO SIN PARTES MAGRAS Y GRASA DE CERDO O DE AVE SIN FUNDIR NI EXTRAER DE OTRO MODO, FRESCOS, REFRIGERADOS, CONGELADOS, SALADOS O EN SALMUERA, SECOS O AHUMADOS > Tocino I",0.15,0.0,0.15,II,No,"Tocino, Panceta, Bacon, Grasa de cerdo, Productos cárnicos"
0209.10.20.00.00,"TOCINO SIN PARTES MAGRAS Y GRASA DE CERDO O DE AVE SIN FUNDIR NI EXTRAER DE OTRO MODO, FRESCOS, REFRIGERADOS, CONGELADOS, SALADOS O EN SALMUERA, SECOS O AHUMADOS > Grasa de cerdo",0.05,0.0,0.15,,No,"Grasa animal, tocino, grasa de cerdo, productos cárnicos, grasas comestibles."
0209.90.00.00.00,"TOCINO SIN PARTES MAGRAS Y GRASA DE CERDO O DE AVE SIN FUNDIR NI EXTRAER DE OTRO MODO, FRESCOS, REFRIGERADOS, CONGELADOS, SALADOS O EN SALMUERA, SECOS O AHUMADOS > Los demás",0.15,0.0,0.15,,No,"tocino, panceta, tocino ahumado, grasa de cerdo, carne curada"
0210.11.00.00.00,"CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS > Jamones, paletas y sus trozos, sin deshuesar",0.15,0.0,0.15,II,No,"Jamones, paletas, carne curada, productos cárnicos, embutidos"
0210.12.00.00.00,"CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS > Tocino entreverado de panza (panceta) y sus trozos",0.15,0.0,0.15,II,No,"Tocino, Panceta, Carne salada, Despojos comestibles, Productos cárnicos"
0210.19.00.00.00,"CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS > Las demás I",0.15,0.0,0.15,I,No,"Carnes procesadas, productos cárnicos, alimentos salados, despojos comestibles, harina de carne."
0210.20.00.00.00,"CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS > Carne de la especie bovina",0.15,0.0,0.15,,No,"Carne bovina, Productos cárnicos, Despojos comestibles, Carne salada, Carne ahumada"
0210.91.00.00.00,"CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS > De primates",0.1,0.0,0.15,,No,"Carne de primates, Despojos comestibles, Productos cárnicos, Alimentos salados, Harina de carne"
0210.92.10.00.00,"CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS > De otarios y focas, leones marinos y morsas (mamíferos del suborden Pinnipedia)",0.15,0.0,0.15,,No,"Carne de foca, Despojos comestibles, Productos de mar, Carne salada, Harina de carne"
0210.92.90.00.00,"CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS > De otros animales",0.1,0.0,0.15,,No,"Carne procesada, Despojos comestibles, Productos cárnicos, Harina de carne, Alimentos ahumados"
0210.93.00.00.00,"CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS > De reptiles (incluidas las serpientes y tortugas de mar)",0.1,0.0,0.15,,No,"Carne de reptiles, Despojos comestibles, Harina de carne, Productos ahumados, Alimentos salados"
0210.99.10.00.00,"CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS > Hígados de ave salados o en salmuera",0.15,0.0,0.15,,No,"Carne procesada, Despojos comestibles, Hígados de ave, Productos cárnicos, Alimentos salados"
0210.99.20.00.00,"CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS > Hígados de ave secos o ahumados",0.15,0.15,0.15,,No,"Carne deshidratada, Hígados ahumados, Productos cárnicos, Despojos comestibles, Harina de carne"
0210.99.30.00.00,"CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS > Harina y polvo, de carne o de despojos",0.1,0.0,0.15,,No,"Carne en polvo, Harina de carne, Despojos comestibles, Productos cárnicos, Alimentos procesados"
0210.99.90.00.00,"CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS > Otros _______________ 8",0.15,0.0,0.15,,No,"Carnes procesadas, productos cárnicos, alimentos salados, despojos comestibles, harina de carne."
0301.11.00.00.00,PECES VIVOS > De agua dulce,0.0,0.0,0.0,,No,"peces de acuario, peces ornamentales, peces tropicales, fauna acuática, acuicultura"
0301.19.00.00.00,PECES VIVOS > Los demás,0.0,0.0,0.0,,No,"peces ornamentales, acuarios, fauna acuática, animales de compañía, comercio de peces"
0301.91.10.00.00,PECES VIVOS > Larvas para repoblación,0.0,0.0,0.0,,No,"Alevines, Crías, Organismos acuáticos, Reproducción, Acuicultura"
0301.91.90.00.00,PECES VIVOS > Otras,0.0,0.0,0.0,,No,"peces ornamentales, acuarios, fauna acuática, animales de compañía, comercio de peces"
0301.92.10.00.00,PECES VIVOS > Larvas para repoblación,0.0,0.0,0.0,,No,"Alevines, Crías, Reproducción, Acuicultura, Biodiversidad"
0301.92.90.00.00,PECES VIVOS > Otras,0.0,0.0,0.0,,No,"peces ornamentales, acuarios, fauna acuática, animales de compañía, comercio de peces"
0301.93.10.00.00,"PECES VIVOS > Larvas para repoblación de las especies Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus",0.0,0.0,0.0,,No,"Alevines, Crías, Larvas, Peces ornamentales, Acuicultura"
0301.93.20.00.00,PECES VIVOS > Larvas para repoblación de las demás especies,0.0,0.0,0.0,,No,"Alevines, Crías, Reproducción, Acuicultura, Biodiversidad"
0301.93.90.00.00,PECES VIVOS > Otras 9,0.0,0.0,0.0,,No,"peces ornamentales, acuarios, fauna acuática, animales de compañía, comercio de peces"
0301.94.00.00.00,"PECES VIVOS > Atunes comunes o de aleta azul, del Atlántico y del Pacífico (Thunnus thynnus, Thunnus orientalis)",0.0,0.0,0.15,,No,"Atún, pescado, mariscos, productos del mar, acuicultura."
0301.95.00.00.00,PECES VIVOS > Atunes del sur (Thunnus maccoyii),0.0,0.0,0.15,,No,"Atún, pescado, mariscos, productos del mar, comercio pesquero."
0301.99.10.00.00,PECES VIVOS > Larvas para repoblación,0.0,0.0,0.01,,No,"Alevines, Crías, Reproducción, Acuicultura, Biodiversidad"
0301.99.91.00.00,"PECES VIVOS > Atunes (del género Thunnus, excepto el Thunnus thynnus, Thunnus orientalis y Thunnus maccoyii), listados (bonitos de vientre rayado) (Katsuwonus pelamis), sardinas (Sardina pilchardus, Sardinops spp.) y caballas (macarelas) (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0.0,0.0,0.15,,No,"Atún, sardina, caballa, pescado fresco, mariscos"
0301.99.99.00.00,PECES VIVOS > Los demás,0.1,0.0,0.15,,No,"peces ornamentales, acuarios, fauna acuática, animales de compañía, comercio de peces"
0302.11.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Truchas (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster)",0.15,0.0,0.15,,No,"pescado, trucha, mariscos, productos del mar, pescado refrigerado"
0302.13.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Salmones del Pacífico (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou y Oncorhynchus rhodurus)",0.1,0.0,0.15,,No,"pescado fresco, pescado refrigerado, salmón, productos del mar, comercio de pescado"
0302.14.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)",0.1,0.0,0.15,,No,"pescado, salmón, mariscos, productos del mar, pescado refrigerado"
0302.19.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Los demás",0.1,0.0,0.01,,No,"pescado, mariscos, productos del mar, pescado refrigerado, pescado fresco"
0302.21.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Fletanes (halibut) (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",0.1,0.0,0.15,,No,"pescado, mariscos, productos del mar, pescado refrigerado, fletán"
0302.22.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Sollas (Pleuronectes platessa)",0.1,0.0,0.15,,No,"pescado, mariscos, productos del mar, pescado refrigerado, pescado fresco"
0302.23.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Lenguados (Solea spp.)",0.1,0.0,0.15,,No,"pescado, mariscos, productos del mar, pescado refrigerado, pescado fresco"
0302.24.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Rodaballos (turbots) (Psetta maxima)",0.1,0.0,0.15,,No,"pescado, mariscos, rodaballo, productos del mar, pescado refrigerado"
0302.29.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Los demás",0.1,0.0,0.01,,No,"pescado, mariscos, productos del mar, pescado refrigerado, pescado fresco"
0302.31.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Albacoras o atunes blancos (thunnus alalunga)",0.0,0.0,0.15,,No,"pescado, atún, albacora, mariscos, productos del mar"
0302.32.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Atunes de aleta amarilla (rabiles) (Thunnus albacares)",0.0,0.0,0.15,,No,"pescado, atún, mariscos, productos del mar, pescado refrigerado"
0302.33.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Listados (bonitos de vientre rayado) (Katsuwonus pelamis)",0.0,0.0,0.15,,No,"pescado, atún, mariscos, productos del mar, pescado refrigerado"
0302.34.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Patudos o atunes ojo grande (Thunnus obesus)",0.0,0.0,0.15,,No,"pescado, atún, mariscos, productos del mar, pescado refrigerado"
0302.35.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Atunes comunes o de aleta azul, del Atlántico y del Pacífico (Thunnus thynnus, Thunnus orientalis)",0.0,0.0,0.15,,No,"pescado, atún, mariscos, productos del mar, pescado refrigerado"
0302.36.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Atunes del sur (Thunnus maccoyii)",0.0,0.0,0.15,,No,"pescado, atún, mariscos, productos del mar, alimentos frescos"
0302.39.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Los demás",0.0,0.0,0.01,,No,"pescado, mariscos, productos del mar, pescado refrigerado, pescado fresco"
0302.41.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Arenques (Clupea harengus, Clupea pallasii)",0.1,0.0,0.15,,No,"pescado, arenque, mariscos, productos del mar, pescado refrigerado"
0302.42.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Anchoas (Engraulis spp.)",0.15,0.0,0.15,,No,"pescado, mariscos, anchoas, productos del mar, alimentos refrigerados"
0302.43.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Sardinas (Sardina pilchardus, Sardinops spp.), sardinelas (Sardinella spp.) y espadines (Sprattus sprattus)",0.0,0.0,0.15,,No,"pescado, mariscos, sardinas, productos del mar, pescado refrigerado"
0302.44.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Caballas (Scomber scombrus, Scomber australasicus, Scomber japonicus)",0.1,0.0,0.15,,No,"pescado, caballa, mariscos, productos del mar, pescado refrigerado"
0302.45.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Jureles (Trachurus spp.)",0.15,0.0,0.15,,No,"pescado, jurel, mariscos, productos del mar, pescado refrigerado"
0302.46.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Cobias (Rachycentron canadum)",0.15,0.0,0.15,,No,"pescado, mariscos, productos del mar, pescado refrigerado, pescado fresco"
0302.47.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Peces espada (Xiphias gladius)",0.15,0.0,0.15,,No,"pescado, mariscos, productos del mar, pescado refrigerado, pescado fresco"
0302.49.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Los demás",0.15,0.0,0.01,,No,"pescado, mariscos, productos del mar, pescado refrigerado, pescado fresco"
0302.51.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus)",0.1,0.0,0.15,,No,"pescado, mariscos, productos del mar, pescado refrigerado, bacalao"
0302.52.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Eglefinos (Melanogrammus aeglefinus)",0.1,0.0,0.15,,No,"pescado, mariscos, productos del mar, pescado refrigerado, pescado fresco"
0302.53.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Carboneros (Pollachius virens)",0.1,0.0,0.15,,No,"pescado, mariscos, productos del mar, pescado refrigerado, pescado fresco"
0302.54.00.00.00,"PESCADO FRESCO O REFRIGERADO, EXCEPTO LOS FILETES Y DEMAS CARNE DE PESCADO DE LA PARTIDA 03.04 > Merluzas (Merluccius spp., Urophycis spp.)",0.15,0.0,0.15,,No,"pescado, merluza, mariscos, productos del mar, pescado refrigerado"
